job_link,job_skills
https://www.linkedin.com/jobs/view/senior-data-scientist-product-growth-at-jerry-3789687118,"Data Scientist, Analytical Insights, Predictive Models, A/B Testing, SQL, Product Management, Software Engineering, Product Design, Data Governance, Machine Learning, Mathematics, Statistics, Economics, Computer Science, User Experience, Data Engineering, Data Tracking, Data Integrity, Data Security, Artificial Intelligence, Machine Learning, Natural Language Processing, Business Intelligence, Data Analysis, Data Mining, Data Visualization"
https://www.linkedin.com/jobs/view/travel-rn-er-1971-00-week-24202531expplat-at-travelnursesource-3803866467,"American Heart Association, BLS, ACLS, PALS, Trauma Nurse Core Course (TNCC), Certified Emergency Room Nurse (CEN), NIHSS (stroke scale), Emergency room, RN, ER, Medical, Dental, Vision, 401(k), JACHO Certified, PTO"
https://www.linkedin.com/jobs/view/medical-technologist-samaritan-hospital-full-time-at-st-peter-s-health-partners-3689263802,"Medical Technology, Clinical laboratory procedures, Laboratory protocols, Quality control testing, Calibration, Preventative maintenance, Sunquest, Soarian, Bachelor's Degree in Medical Technology, NYS CLT license"
https://www.linkedin.com/jobs/view/sales-district-leader-at-pepsico-3797962234,"Microsoft Office Suite, Team Leadership, Consumer Packaged Goods Experience, Sales, Route Delivery, Customer Service, Business Development, Vendor Relationship Management, Order Management, Merchandising, Project Management, Microsoft Outlook, Microsoft Word, Microsoft Excel, Microsoft PowerPoint, Team Spirit, Ability to work flexible schedule, Lifting heavy objects, Valid driver's license"
https://www.linkedin.com/jobs/view/asset-marketing-manager-at-jobs-for-humanity-3805264637,"Project Management, Advertising, Marketing, Social Media Management, Email Marketing, SEO, Website Development, Print Production, Account Management, Customer Service, Sales, Budgeting, Media Planning, Creative Development, Photography, Videography, Copywriting, Proofreading, Microsoft Office Suite, Collaboration Tools, Bachelor's Degree in Advertising Communication or Marketing"
https://www.linkedin.com/jobs/view/senior-lead-software-engineer-back-end-at-jobs-for-humanity-3801610268,"Software Engineering, Machine Learning, Python, SQL, Node, Go, Java, Scala, Open Source RDBMS, NoSQL databases, Container Orchestration, Docker, Kubernetes, AWS, Agile, Cloud Computing, Data Analytics, NLP, Speech, Computer Vision, Recommendation Systems, Open Source Frameworks, Big Data, Data Lake Infrastructure, Data Warehousing, Containerization, React, AI products"
https://www.linkedin.com/jobs/view/locum-physician-hospitalist-at-weatherby-healthcare-3779917015,"Active state license, ACLS certification, Admissions, Credentialing, DEA certification, Assignment details and time entry in online portal, Competitive compensation, 24hour access to consultant, NALTO membership"
https://www.linkedin.com/jobs/view/acute-care-clinical-nurse-coordinator-at-hca-healthcare-at-health-ecareers-3787988448,"Acute Care, Clinical Nurse Coordinator, Bachelor's Degree in Nursing, Master's Degree in Nursing, 1+ Years applicable experience, COVID19 Vaccination, Critical Access Hospitals, Uncompensated Expenses, Diversity, Equal Opportunity Employer"
https://www.linkedin.com/jobs/view/registered-nurse-intensive-care-unit-at-compunnel-inc-3802568887,"ICU nursing, Organ support and monitoring, BLS(AHA), ACLS, EPIC, Crisis license, Basic Life Support, Advanced Cardiovascular Life Support"
https://www.linkedin.com/jobs/view/travel-radiology-technologist-%243-080-per-week-at-planet-healthcare-3802825904,"Radiology Technologist, Allied Health Professional, Travel job, 13 weeks, 40 hours per week, 8 hour shifts, Nights, Travel, Stipend, Medical benefits, Vision benefits, Dental benefits, 401k retirement plan, Weekly pay, Referral bonus"
https://www.linkedin.com/jobs/view/pediatric-home-care-lpn-at-haven-home-health-hospice-3805573060,"Pediatric Nursing, Patient Care, Communication, Client Relations, Healthcare Policy, Time Management, Community Health, School of Professional Nursing, Licensed Practical Nurse"
https://www.linkedin.com/jobs/view/part-time-cook-at-cura-hospitality-3802533831,"Culinary experience, Scratch cooking, Culinary methods, Culinary techniques, Culinary standards, Attention to detail, Multitasking, Kitchen equipment, Food items, Customer service, ServSafe certification, CFPM certification, Food preparation, Food presentation, Kitchen maintenance, Food storage, Safe food handling, Quality control, Portion control"
https://www.linkedin.com/jobs/view/senior-retail-stocking-associate-at-harbor-freight-tools-3715318075,"Retail, Stocking, Sales, Customer service, Communication, Teamwork, Problemsolving, Safety, Attention to detail, Physical strength, Interpersonal skills, Ability to lift heavy weights, Ability to work in a fastpaced environment, Ability to work independently and as part of a team, Ability to stand for long periods of time, Ability to operate a forklift"
https://ca.linkedin.com/jobs/view/registered-nurse-emergency-department-training-program-at-the-ottawa-hospital-3732074001,"Nursing, Medical/Surgical Experience, ACLS Certification, Critical Care Experience, Emergency Nursing Course, Bachelor of Science Degree in Nursing, PostGraduate Studies, English and French Proficiency, Patient Teaching, Teamwork, Professionalism, Health and Wellness Resources, Learning and Leadership Development Opportunities"
https://www.linkedin.com/jobs/view/first-officer-co-pilot-with-security-clearance-at-clearancejobs-3797689065,"FARs, AIM, FOM, FCOM, FCTM, QRH, Aviation terminology, Aircraft maintenance logs, Weather reports, NOTAMs, B737 aircraft operations, Performance data, Weight & balance, Cockpit environment, High noise levels, Extreme temperatures, Low humidity, Inflight emergencies, Inclement weather, Memory, Math calculations, Situational awareness, Multitasking, Problemsolving, Decisionmaking, Teamwork, Communication, Leadership, Customer service, FAA rules, FAA First Class Medical Certificate, FAA Airline Transport Pilot certificate (ATP), FAA B737 Type rating, DOD TS/SCI security clearance, US stateissued Driver's License, US Passport or US Birth Certificate, US citizenship, US DoD TS security clearance, AMEL rating"
https://www.linkedin.com/jobs/view/urgent-medical-equipment-planner-at-planate-management-group-3790102016,"Medical Equipment Planning, Hospital Equipment Management, Autocad, Microsoft Office Suite, Communication Skills, OSHA Safety Requirements, Construction Industry Knowledge, Health Care Environments Knowledge, Bachelor's Degree in Architecture or Engineering, Hospital Equipment Planning and Management Experience, Installation Works Supervision Experience, Project Management, Technical Report Writing, Staff Training Experience, English Proficiency, Construction Drawings Review, Budgeting, Cost Estimation, Equipment Calibration"
https://www.linkedin.com/jobs/view/lead-sterile-processing-technician-ii-at-kaiser-permanente-3782519268,"Sterile Processing, Decontamination, Sterilization, Medical Equipment, Surgical Supplies, CDC Guidelines, OSHA Guidelines, EPA Guidelines, AAMI Guidelines, Title 22, APIC Guidelines, SGNA Guidelines, JC Guidelines, OR Sets, Ultrasonic Cleaning, Steam Sterilizers, Plasma Sterilizers, Automated Endoscope Reprocessors, Biological Incubators, Heat Sealers, Instrument Washers, Cart Washers, Instrument Tracking System, Sterile Packaging, OR Case Carts, Customer Service, Collaboration, Sterile Processing Technician, Surgical Technician, HS Diploma/GED, Accredited Sterile Processing Program, Clinical Hours, Certification Board for Sterile Processing and Distribution  Technician Certification, Sterile Processing Distribution Technician Certificate, Registered Central Service Technician Certificate, Instrument Processing Techniques, Decontamination, Assembly, Sterilization, Sterile Processing Department Policies and Procedures, Soaps and Detergents, Packaging Methods, Sterilization Methods and Parameters, Infection Control Practices, HighLevel Disinfection Practices, Safepractices in Sterile Processing Department, Medical Supplies, Nursing Supplies, Surgical Supplies, Surgical Equipment, Color Discrimination, Audible Alarms, Multitasking, Prioritization, Stressful Environment, Basic Computer Skills"
https://www.linkedin.com/jobs/view/part-time-merchandiser-denver-co-at-american-greetings-3784418231,"Merchandising, Time management, Communication, Basic computer skills, Ability to lift heavy objects, Access to reliable transportation, Access to reliable internet, Ability to work occasional weekends and holidays, Ability to follow safety guidelines, Customer service, Retail experience, Stocking"
https://www.linkedin.com/jobs/view/dvm-wanted-at-ihire-3806763275,"Veterinary Medicine, SoftTissue Surgery, Leadership, Organization, Communication, Team Management, Accountability, Computer Literacy, Veterinary Practice Software Proficiency, ClientFocus, ExoticPocket Pet Experience, SoftTissue Surgery Skills, Career, Patient Care, Client Education, Social Media Experience, North Carolina State License, USDA Accreditation, Drug and Background Check"
https://www.linkedin.com/jobs/view/mental-health-skills-trainer-supported-employment-at-the-job-network-3802442012,
https://uk.linkedin.com/jobs/view/senior-analyst-chemistry-at-smithers-3745643261,"GCMS instrumentation, LCMS instrumentation, Qualitative GCMS data interpretation, Qualitative LCMS data interpretation, Chromatographic method development, Chromatographic troubleshooting, Coaching and mentoring junior staff, Quality systems (ISO17025 cGMP), Written and verbal communication, Interpersonal skills, Small molecule identification, Mass spectrometry, Metabolite identification (MetID)"
https://uk.linkedin.com/jobs/view/production-planner-at-thorn-baker-construction-3801108620,"Production Planning, Logistics, Manufacturing, Construction, Timber, Timber Frame, Microsoft Dynamics 365, AX2012, High level of mathematical ability, Strong commercial awareness, Material requirements"
https://www.linkedin.com/jobs/view/store-manager-at-the-vitamin-shoppe-3784244986,"Retail management, Sales culture, Leadership, Customer loyalty, Communication, Organization, Teamwork, Motivation, Hiring, Training, Development, Retail experience, Problem solving, Decision making, Time management, Multitasking, Flexibility, Health and wellness"
https://www.linkedin.com/jobs/view/registered-nurse-inpatient-behavioral-health-float-pool-at-eastern-connecticut-health-network-echn-3790277261,"Nursing, Cardio Pulmonary Resuscitation (CPR), Patient Restraint, Pain Management, Medication Administration, Documentation, Critical Thinking, Priority Setting, Delegation, Teaching, Professional Growth, Mentoring, Safe and Therapeutic Environment, Clinical Expertise, Empathy, Interpersonal Warmth, Privacy Needs, Psychological Management, Physical Management, Early Response Codes, Dr. Strong Codes, Psychotherapeutic Treatment, Individual Psychotherapeutic Interventions, NurseLed Educational and Psychotherapeutic Groups"
https://au.linkedin.com/jobs/view/trading-quantitative-analyst-energy-at-d-arcy-weil-3801028180,"Algorithmic Trading, Market Analysis, Model Development, Data Management, Collaboration, Quantitative Finance, Statistics, Programming Languages (Python R MATLAB), Machine Learning Libraries, Analytical Skills, ProblemSolving, Communication Skills, Energy Markets, Risk Management, Portfolio Optimization, Data Integrity, CrossFunctional Teams, Traders, Risk Managers, Technology Experts, MarketLeading Remuneration, Incentive Payments, Employee Share Plans, Salary Sacrifice Arrangements, Discounted Services, Wellness Programs, Study Assistance, Career Breaks, WorkLife Balance Programs"
https://www.linkedin.com/jobs/view/sales-manager-at-luxury-bath-3787730627,"Sales Management, Team Recruitment, Team Training, Customer Service, Problem Solving, Communication, MS Office, Database Management, Sales Experience, Remodeling Experience, Professional Demeanor, Attention to Detail, Background Check, Drug Screening"
https://uk.linkedin.com/jobs/view/multi-skilled-maintenance-engineer-at-willcox-matthews-3778834822,"Electrical maintenance, Mechanical maintenance, Injection moulding machinery, Quality checks, Preventive maintenance, Emergency maintenance, Safety regulations, Engineering procedures, Teamworking skills, Diagnostic skills, Problemsolving skills, Working under pressure, Electrical understanding, Threephase understanding, Singlephase understanding, Mechanical experience, Injection moulding experience"
https://ca.linkedin.com/jobs/view/site-superintendent-at-ontario-transit-group-ontario-line-southern-civil-stations-tunnel-3776939115,"Civil engineering, Construction management, Tunneling, Trackwork, Earthworks, Utility relocation, Leadership, Team management, Communication, Analytical skills, Problemsolving, Safety, Microsoft Office, Construction management software, Scheduling tools, First Aid/CPR, Construction Safety Training Systems (CSTS)"
https://www.linkedin.com/jobs/view/nurse-auditor-regulatory-compliance-hybrid-at-university-of-maryland-medical-system-3797976371,"Clinical background, RN or LPN, Hospital auditing, Joint commission, Patient criteria knowledge, Hospital coding, CMS conditions of coverage, Medicare program, Maryland Medical Assistance program, CPT coding standards, Medical necessity, Claims submission, Utilization management, Quality assurance, Charge capture, Coding, Billing, AAP"
https://www.linkedin.com/jobs/view/retail-print-and-client-services-manager-key-carrier-at-office-depot-3799836144,"Print Services, Customer Service, Sales, Retail Management, Training, Coaching, ProblemSolving, Communication, Microsoft Office Suite, POS Systems, High School Diploma, Bachelor's Degree, 3+ Years of Related Experience, 2+ Years of Retail Management Experience, Must be a Subject Matter Expert in Print Services, Advanced Selling Skills, Strong Interpersonal and Communication Skills, Adaptability, Ability to Coach and Train Others, Excellent Verbal and Written Communication Skills, Ability to Use Technology, Ability to Process Information through POS Register, Positive and Engaging Attitude, ActionOriented, Integrity Accountability and Trust, Passion for the Brand and Services, Desire to Continually Develop Personal Selling Skills and Product Knowledge, Drive for Results, DecisionMaking Quality, Patience"
https://www.linkedin.com/jobs/view/rn-fellowship-labor-delivery-at-ascension-health-at-health-ecareers-3796405519,"Nursing, Patient care, Documentation, Communication, Professional licensure, BLS Provider, American Heart Association, American Red Cross, Diploma from accredited school of nursing"
https://www.linkedin.com/jobs/view/stormwater-environmental-specialist-ii-iii-at-city-of-encinitas-3791874108,"Environmental regulations, NPDES, Stormwater management, Field inspections, Code enforcement, Report writing, Communication, GIS mapping, Water sampling, Data analysis, Pollution impacts, Chemistry, Biology, Laboratory methods, Public relations, Computer skills, Data analysis, Engineering plans, Teamwork, Communication, Interpersonal skills, Environmental studies, Environmental investigations, California Driver's License, Penal Code 832 Certification"
https://www.linkedin.com/jobs/view/oncology-rn-at-fusion-medical-staffing-3803316258,"Oncology Nursing, Critical Thinking, Service Excellence, Interpersonal Communication, PC Skills, Documentation, Epic, Epic Systems Corporation  MyChart"
https://www.linkedin.com/jobs/view/accounting-senior-specialist-at-hyundai-glovis-ev-logistics-america-3786022367,"Accounting, GAAP, IFRS, Excel, SAP, QuickBooks, Sales tax, Business license, Payroll taxes, Microsoft Suite, Office equipment, Intermediate excel skills, Accounting software, Knowledge of taxes, Bachelor's Degree in accounting or related field, 5 years of relevant experience"
https://au.linkedin.com/jobs/view/registered-nurse-enrolled-nurse-morningside-brisbane-at-access-telehealth-3781863456,"Telehealth, Nursing, Clinical management, Coordination, Problemsolving, Communication, Customer service, IT skills, Documentation, AHPRA Nursing Registration, Aged Care experience, Leadership, Driver's license, Reliable vehicle, Organization, Time management, Personcentered care"
https://uk.linkedin.com/jobs/view/private-client-solicitor-at-tiptopjob-3799458539,"Private Client Law, Estate Planning, Probate, Trusts, Taxation, Succession Planning, Wills, Powers of Attorney, Legal Solutions, Caseload Management, Legal Advice, Candidate Care"
https://www.linkedin.com/jobs/view/government-sector-project-control-finance-supervising-associate-at-ey-3762360220,"Microsoft Office Suite proficiency, Advanced Excel skills, Financial modeling in Excel, Planning and engagement financial management tools, Problem solving orientation, Collaborative working relationships, Crossfunctional stakeholder alignment, Leadership and execution skills, Oral written and interpersonal skills, Bachelor's in Accounting Finance or related field, Extensive FAR/CAS knowledge, CAS and FAR Part 31 understanding, Project accounting knowledge, Government contractor finance experience, Project control role experience, Supervisory/mentor experience, Experience in government audit, Deltek Costpoint experience, Experience implementing government compliant accounting systems, Project control policies and procedures experience, Security clearance ability, Continuous learning, Success and leadership mindset, Diverse and inclusive culture"
https://www.linkedin.com/jobs/view/personal-trainer-at-fitness-on-fire-llc-3701717549,"Fitness training, Workout planning, Nutritional guidance, Progress tracking, Customer service, Public speaking, Motivation, Inspiration, CPR certification, AED certification, Degree in Kinesiology, Exercise Fitness degree, NASM certification, ACSM certification, ACE certification, Cooper Institute for Aerobics Research certification, C.H.E.K certification, IFPA certification, NCSF certification, NESTA certification, NFPT certification, NSCA certification, PTA Global certification, ISSA certification"
https://www.linkedin.com/jobs/view/rhrp-dentist-at-dentrust-optimized-care-solutions-3743660802,"General Dentistry, Endodontics, Oral Surgery, Restorative Dentistry, CPR, BLS Certification, Computer Proficiency, Weekend Availability, Dental License, Mobile Dentistry, Military Experience"
https://www.linkedin.com/jobs/view/airport-customer-service-agent-vrb-at-unifi-3799083668,"Customer service, Baggage handling, Computer software, Problemsolving, Lifting, Carrying, Pushing, Pulling, High school diploma, GED, Driver's license, Drug screen, Background check, Airport authority identification security, Ramp and SIDA training, Radio equipment"
https://www.linkedin.com/jobs/view/senior-assistant-store-manager-at-spencer-s-3790823073,"Retail management, Merchandising, Inventory control, Company policies and procedures, Prior retail experience, Prior management experience, Standing, Walking, Climbing ladders, Lifting up to 50 pounds"
https://uk.linkedin.com/jobs/view/senior-quality-engineer-at-bp-3803946787,"Agile, Analytical Thinking, Collaboration, Communication, Continuous Improvement, Creativity/Innovation, Customer Quality Requirements, Digital Fluency, Quality Audit, Quality in Design, Quality Management Systems, Quality Planning, Root Cause Investigations, Supplier Quality Management, Sustainability Awareness/Action"
https://www.linkedin.com/jobs/view/clinical-nurse-iv-at-highland-general-hospital-at-health-ecareers-3787551050,"Leadership, Patient Care, Communication, Supervision, Quality Assurance, Documentation, Staff Development, Budgeting, Bed Management, Patient Flow, Prioritization, Resource Allocation, Staffing, Scheduling, Critical Care Nursing, Advanced Cardiac Life Support, Chemotherapy Certification, Basic Life Support, Emergency Nursing, Public Health Nursing, Perinatal Safety Modules, Coronary Care Unit Certification, Crisis Prevention Intervention Training, Mobile Intensive Care Nursing, Neonatal Resuscitation Program Certification, Pediatric Advanced Life Support Certification, Trauma Nurse Core Course, Bachelor's in Nursing, CPR"
https://www.linkedin.com/jobs/view/senior-sanitation-lead-at-abm-industries-3797952977,"Facility Sanitation, Sanitation Schedule Management, HACCP, GMPs, Chemical Inventory Management, Safety Regulations, Leadership Development, High Pressure Guns, Portable Foamers, Scrubbers, Color Coded Equipment, Audible Alarms, Manufacturing Sanitation, Sanitation Procedures, Cleaning Procedures, Facility Work Rules, Ladder Climbing, Confined Space Entry, Power Equipment Operation, Lifting, Communication, Safety Procedures, High School Diploma, Ability to Read and Comprehend, Ability to Record Information"
https://www.linkedin.com/jobs/view/assistant-manager-at-gpm-investments-llc-3795212608,"Assistant Manager, Customer service, Inventory management, Financial management, Recruitment, Training, Scheduling, Communication, Teamwork, Problemsolving, Attention to detail, Ability to work independently, Ability to work under pressure, Flexibility, Adaptability, Selfmotivation, Initiative, Leadership, English proficiency, Basic math skills, Ability to pass a preemployment drug screen and background check, Willingness to learn and grow, Topshelf Manager Training (if applicable), Weekly paychecks, Monthly bonuses, Career advancement opportunities, Generous 401(k) plan, Paid time off, Insurance benefits, 18 years of age or older (AR CT FL LA MI MA MS MO NC SC TX TN AZ and CO), 21 years of age or older (all other states), Access to a car or other motorized vehicle, Liability insurance on such vehicle, EVerify participation"
https://ca.linkedin.com/jobs/view/aum%C3%B4nier-aum%C3%B4ni%C3%A8re-at-canadian-armed-forces-forces-arm%C3%A9es-canadiennes-2390043543,"Chaplaincy, Spiritual, Religious, Pastoral, Support, Ceremonies, Ethics, Leadership, Military, Theology, Counseling, Pastoral Care, Public Speaking, Administration, Liaison, Communication, Interpersonal Skills, Compassion, Conflict Resolution, Crisis Intervention, Teamwork, Problem Solving, Conflict Resolution, Emotional Intelligence"
https://uk.linkedin.com/jobs/view/senior-electronic-design-engineer-at-energy-jobline-3789068384,"Electronics Design Engineering, Motor Controller Design, Microcontrollers, Microprocessors, 12V/48V Motor Controllers, Highend Automotive Sector, High Performance Automotive Sector, Onsite Work, Private Healthcare, Life Assurance, Salary Sacrifice Car Scheme, Flexible Hours, Recognition Awards"
https://www.linkedin.com/jobs/view/lead-social-services-assistant-at-usda-3662856014,"Commercial Driver's License, Graduate Level Coursework, Social Behavior, Human Behavior, Psychology, Health Care, Leadership, Orientation, Performance Standards, Supervision, Counseling, Volunteer Work, Career Development Plan, U.S. Citizen, Selective Service Registration, Background Investigation, Fingerprint Check, Probationary Period, Direct Deposit, EVerify Check, Drug Test, Swing Shift, Night Shift"
https://www.linkedin.com/jobs/view/travel-rn-med-surg-telemetry-at-atlas-medstaff-3805280115,"Telemetry, Nursing, Medical/Surgical, Registered Nurse, 13 weeks contract, 12hour shifts, 36 hours per week, Dayshift, Travel nursing, Taxfree stipend, Health insurance, Dental insurance, Vision insurance, 401k with matching, Telehealth services, Voluntary term life insurance, Dependent life coverage, Inhospital cash plans, Online portal for benefits management, Adventure opportunities (e.g. skiing mountain climbing skydiving spa weekends), Awards and recognition for company and travelers"
https://www.linkedin.com/jobs/view/rn-pediatrics-nights-pittsfield-ma-%23a-rn-46623-24148598expplat-at-travelnursesource-3797798771,"Pediatrics RN, Meditech Expanse, BSN, BLS (AHA), ACLS (AHA), PALS (AHA), Massachusetts license, COVID19 Vaccination"
https://www.linkedin.com/jobs/view/prn-occupational-therapy-assistant-at-rivetus-rehabilitation-3798317959,"Occupational Therapy, Medical Record Maintenance, AOTA Standards, Patient Care Plans, Documentation, CQI, Continuing Education, Accredited Occupational Therapy Program, Michigan Licensure, Lifting Devices, Reliability, Travel"
https://uk.linkedin.com/jobs/view/managing-quantity-surveyor-at-ejl-official-partner-3805947653,"Quantity Surveying, Financial Strategy, Project Performance Reviews, Variation and Specification Changes, Value Capture, Subcontract Buying Gains, Cost Delivery Data, Estimating, Commercial Reportage, IT Skills, MS Office, Excel, Project, Word, Social Housing Responsive Maintenance, Senior Quantity Surveying / Managing QS, Commercial Models, PPP, PP, SOR's, Influencing & Negotiating, Critical Analysis, TPC, NEC, JCT"
https://www.linkedin.com/jobs/view/veterinarian-at-banfield-pet-hospital-3743752243,"Communication skills, Surgical skills, Mathematical skills, Computer skills, Compassionate commitment, Client service skills, Organizational ability, Microsoft Office (Word Excel Access Outlook), Banfield Pet Hospital specific software, Doctor of Veterinary Medicine (DVM/VMD), Veterinary License, Drug Enforcement Agency License"
https://www.linkedin.com/jobs/view/sap-fscm-manager-at-accenture-3786586508,"SAP, S/4HANA, SAP Financials, SAP Sales & Distribution, SAP FSCM, SAP AR/FSCM, SAP Concur, SAP SuccessFactors, SAP Ariba, SAP Hybris, SAP FieldGlass, SAP ERP, SAP Financials, Agile development methodologies, Design thinking, Cloud, Automation, AI, Data analytics, Problemsolving, Project management, Team leadership, Communication, Collaboration, Integration, Testing, Cutover activities, Golive preparation, Performance testing, Training, Clientfacing consulting, Migration, General Ledger Accounting, Accounts Receivable, Accounts Payable, Fixed Assets, Product Costing/Actual Costing/Material Ledger, Cost & Profit Center Accounting, Internal Orders"
https://uk.linkedin.com/jobs/view/respiratory-physiologist-at-your-world-recruitment-group-3775397110,"Respiratory Physiology, Lung Function Testing, Bronchoprovocation Testing, Sleep Studies, ABG/CBG, 6 Min Walk Test, CPAP Treatment, Clinical Reviews, Technical Reviews, Communication Skills, Relationships Building, NHS Experience, Fully Compliant File, Eligibility to Work in UK, ARTP Part 1 and 2, BSE in Clinical Physiology"
https://www.linkedin.com/jobs/view/premium-auditor-at-berkshire-hathaway-guard-insurance-companies-3795268264,"Premium Audit Associate, Workers Compensation, Business Owner Policies, Class Codes, Payroll, Sales, Subcontractor Costs, Chargeable Exposures, State Laws, Manuals, Telephone Interviews, Audit Worksheets, File Documentation, Applications, Internet Searches, Excel, Proprietary Policy System, Classroom Training, HandsOn Training, CrossTraining, Intro to Insurance Course, Premium Auditor Manual, Oral Communication, Written Communication, Attention to Detail, Accuracy, Accounting, Finance, Business Administration, Organizational Skills, Computer Proficiency"
https://www.linkedin.com/jobs/view/rn-sexual-assault-nurse-examiner-per-diem-varied-shifts-emergency-services-at-penn-state-health-3591742732,"Registered Nurse, BLS, Medicalforensic exams, Prophylaxis, Photographic documentation, Legal proceedings"
https://www.linkedin.com/jobs/view/shift-manager-at-mcdonald-s-3445640766,"Customer Service, Food Production, Food Safety, Communication, Scheduling, Inventory Management, Safety and Security, Quality Control, Maintenance, Team Management, Training, English as a Second Language, College Tuition Assistance, Medical Dental and Vision Coverage, Short and LongTerm Disability, Life and Accident Insurance, Referral Bonus Program, Free Employee Meals and Discounts, Free Uniforms, McPerk Program, Paid Vacation, Paid OntheJob Training"
https://www.linkedin.com/jobs/view/registered-nurse-full-time-days-medical-nursing-at-singing-river-health-system-3768814865,"Nursing, Patient Care, Nursing Process, MS Nurse Practice Act, ANA Nursing Scope and Standards of Practice, ANA Code of Ethics for Nurses, Joint Commission Standards, CDC Guidelines for Infection Control, SRHS Departments of Nursing Plan for Provision of Care Treatment and Services, NLN School of Nursing, Mississippi State licensure, BCLS certification, ACLS certification, PALS certification, TNCC certification, NRP (Neonatal Resuscitation) certification, Inpatient clinical experience, Patient Care Manager, LPNs, Patient Care Assistants, Unit Technicians, Computer keyboard, MS Outlook, Word"
https://www.linkedin.com/jobs/view/housing-manager-ha-at-city-of-new-york-3792632606,"Property Management, Housing Management, Microsoft Office Suite, NYCHA policies and procedures, Authority computer systems, Seibel, Maximo, Tenant Turnover Log (TTL), PHAS, HUD regulations, Fair Housing Laws, LandlordTenant Law, OSHA, Department of Housing and Urban Development (""HUD"") rules and regulations, Budget preparation and monitoring, Rent calculation and adjustments, Procurement process, Report writing, Communication skills, Interpersonal skills, Problemsolving skills, Decisionmaking skills, Supervisory skills, Training skills, 55a Program, Residency Requirement"
https://www.linkedin.com/jobs/view/manager-in-training-at-circle-k-3803347127,"Leadership, Management, Retail Sales, Customer Service, Cash Control, Inventory Control, Communication, Employee Training, Budgeting, Financial Analysis, Sales Analysis, Problem Solving, Time Management, English (written and verbal), Computer literacy, Microsoft Office Suite, Ability to work independently and as part of a team, Ability to work in a fastpaced environment, Ability to work under pressure, Ability to meet deadlines, Ability to lift heavy objects, Ability to work in a cold environment"
https://www.linkedin.com/jobs/view/hair-stylist-city-plaza-at-tampa-palms-at-jobs-for-humanity-3805450218,"Hair stylist, Barber, Cosmetology license, Barber license, Customer service, Teamwork, Communication, Positive attitude, Passion for haircutting"
https://www.linkedin.com/jobs/view/wellness-advisor-sales-assocaite-new-hire-bonus-full-time-north-asheville-at-massage-envy-3580253189,"Customer service, Sales, Team work, Communication, Organizational skills, Time management, Scheduling, POS systems, Basic computer skills, Ability to learn and adapt, Ability to work independently, Ability to work as part of a team, Ability to meet deadlines, Ability to handle stress"
https://www.linkedin.com/jobs/view/charge-rn-main-or-at-dignity-health-3777022499,"Charge Nurse, Leadership, Clinical Resource, Nursing Leadership, Planning, Delivery, Quality Patient Care, Collaboration, Physician, Interdisciplinary Team, Patient/Family, Role Model, Technical Competence, Clinical Competence, Problem Solving, Decision Making, Clinical Operations, Coordination, Assignments, Delegation, Clinical Care, Patient Placement, Unit Flow, Patient Flow, Staffing, ProductivityBased Staffing Matrix, Resource Requesting, Patient Need, Census, Workload Fluctuations, Staffing Plan, Rest Breaks, Meal Breaks, Sitter Usage, Monitoring, First Point of Contact, Department Chain of Command, Clinical Needs, Complaint Investigation, Service Recovery, Incident Reporting, Management Apprisal, Care Coordination, Collaboration, Communication, InterDisciplinary Team, Quality Initiatives, SafetyFirst Requirements, Mentoring, Coaching, Conflict Management, Staff Competency Development, Performance Evaluation, Feedback, Performance Review, Regulatory Monitoring, Auditing Requirements, Clinical Specialty Experience, Charge Nurse Experience, Registered Nurse License (Washington State), American Heart Association Healthcare BLS Certification, Specialty Certification"
https://www.linkedin.com/jobs/view/sr-scheduler-check-out-at-the-us-oncology-network-3800609346,"Microsoft Office (Outlook Word Excel), Medical terminology, Coding, Communication skills, Scheduling, Patient care, Customer service, Data entry, Problemsolving, Adaptability, Work commitment, Quality assurance, Office environment, Patient confidentiality, Typing, Copier, Calculator, Telephone"
https://www.linkedin.com/jobs/view/contact-center-specialist-hourly-support-5-facilities-%E2%80%93-lakeland-at-publix-super-markets-3801182812,"Customer service, Call center, MS Office, Computerized Maintenance Management System, Crystal Reports, Problem management, Escalation process, Publix organizational structure, Continuous Quality Improvement, Teamwork, Enthusiasm, Initiative, Commitment, Associate's Degree in Business, 401(k) retirement savings plan, Group health dental and vision plans, Free hot lunches"
https://www.linkedin.com/jobs/view/senior-php-developer-at-mindpal-3764987302,"PHP, Laravel, Symfony, Zend Framework, MySQL, PostgreSQL, MongoDB, HTML, CSS, JavaScript, Vue.js, React, Git, Troubleshooting, Optimisation, English, Web applications, Databases, Remote working, Backend solutions"
https://www.linkedin.com/jobs/view/system-engineer-at-darkstar-intelligence-3787781166,"Systems Engineering, ISO/IEC 15288, Stakeholder Engagement, Risk Management, Project Planning, Technical Design, Decision Management, Aerospace Engineering, Biomedical Engineering, Chemical Engineering, Civil Engineering, Computer Engineering, Electrical Engineering, Environmental Engineering, Mechanical Engineering, Nuclear Engineering, Software Engineering, Systems Engineering, Engineering Management, Chemistry, Computer Science, Information Systems, Mathematics, Physics, Analytical Skills, Top Secret/SCI Clearance, Full Scope Polygraph, Bachelor's Degree, Master's Degree, PhD, GED"
